全网央卫,#genre#
金色学堂,https://zby.130519.xyz/PLTV/11/224/3221225748/index.m3u8
都市剧场,https://zby.130519.xyz/PLTV/11/224/3221225762/index.m3u8
都市剧场,https://zby.130519.xyz/PLTV/11/224/3221226155/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221226138/index.m3u8
生活时尚,https://zby.130519.xyz/PLTV/11/224/3221225768/index.m3u8
欢笑剧场,https://zby.130519.xyz/PLTV/11/224/3221225771/index.m3u8
睛彩竞技,https://zby.130519.xyz/PLTV/11/224/3221226116/index.m3u8
睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8
睛彩广场舞,https://zby.130519.xyz/PLTV/11/224/3221226139/index.m3u8

米谷央是,#genre#
CCTV1综合,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20250924200032d29f2168f79b456d8adb8e4b80989861&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20250924200032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=106.13.250.90&SecurityKey=20250924200032&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=3367f6466f928fbb81379903eb2bcc5b&ddCalcu=b353ec62c78bf026b4e6360f9992783f1b8b
CCTV2财经,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=20250924200032a1bee0d978834fe08d321cb1ccdb69bf&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20250924200032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=106.13.250.90&SecurityKey=20250924200032&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=4082a9d2ce01e23cc08691f40a0da722&ddCalcu=2420e782a21da009ad024cfe10916e8203cc
CCTV3综艺,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=20250924200032a83398bd1e174c32bbd13230799e4194&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20250924200032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=106.13.250.90&SecurityKey=20250924200032&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=bd9331de2b45b56ae7d96a34e2536b8a&ddCalcu=ab8deb92634330512dee423ba4659bd576ea
CCTV4中文国际,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=20250924200032433a131229a148f29a501d85f07d11f4&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20250924200032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=106.13.250.90&SecurityKey=20250924200032&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=be395ab68d4ea4557c99843d4bd1797b&ddCalcu=bb7ee932791150dabb46d83d448e9a94c575
CCTV5体育,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=202509242000320f9956bad80c4783bb37bebdb97ee3b5&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20250924200032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=106.13.250.90&SecurityKey=20250924200032&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e3639f67ad84da5ab6cf086db6219d4a&ddCalcu=ae43ed629311902f66b7da6d8804fdca65ba
CCTV5+体育赛事,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=202509242000323926db4e751743f7964880ed481f82f6&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20250924200032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=106.13.250.90&SecurityKey=20250924200032&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=cd944a4dddc3407e770be7b7f0d652e5&ddCalcu=5cede292541640da04fd7dbd7ce3b400777e
CCTV6电影,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=202509242000331cb3ec4560ec4baf9d7ce71e2a108bb9&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0a88f370dac601077d5ef3807a9791f8&ddCalcu=80fae1829847f093a7700d8a3cf6e051d077
CCTV7国防军事,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=20250924200033ceab8cd7c3a0402a860c4083da2d8112&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c1692aea233650bcf26ca9399d6f00b6&ddCalcu=6cb1e062093f206ade9a923393a6c5602bfc
CCTV8电视剧,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=20250924200033da129afc99584c2093e1b5e23e703a87&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=418eee236268cc3944869517b1d323c4&ddCalcu=44c1e3822e43e0de12b3761256986c8c4349
CCTV9纪录,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=202509242000336f8adf7f535b412aaf0e1128a5eab7b3&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2024c131ed6a41c3cc7cecc30ececb78&ddCalcu=8270eb22c43ec0c1e3013ecdc6eac471ccc3
CCTV10科教,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=20250924200033152d293bfc8f454f97369fa332a7ab35&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0c095f2b13f36590c082ce0559463054&ddCalcu=405ce0023946504f925b5103efc3268509c0
CCTV11戏曲,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=20250924200033b1034608bb744ab897d237d2809e8026&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=08a4e4049cef512579aced84b98d0333&ddCalcu=3038e3a2047de08490b4498cdeefc5a19275
CCTV12社会与法,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=20250924200033ea10b8e367464e1aa2edf4ca45c0e582&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ddec914f142af4d7d2a2ab82bff6da87&ddCalcu=7d8deae2dc3690f1f4bf2184b2aa2fa42dd7
CCTV13新闻,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=2025092420003328dd7f723b09434698b689381e779ec7&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c9380de6206ab637dcb0a92834efc8b5&ddCalcu=5cb9e832c88f00ed4e36822096aa0bb6c3d7
CCTV14少儿,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=20250924200033b8211375fe1542e1a41e063122e1d25f&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=bddab9c6d7986c3d44f89bee408b9393&ddCalcu=3b9de3d29a4bb0890c46ede7b99886fc434d
CCTV15音乐,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=20250924200033a48aef78d8a5434399670dbb306d6b89&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20250924200033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=106.13.250.90&SecurityKey=20250924200033&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ef03a2757a17171136298a553d7ec2c0&ddCalcu=0ecfe202c33ea072d735575aa18791276131
CCTV17农业农村,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=20250924200034a9157b1afb4b4153b2f7ffb08559d1ab&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20250924200034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=106.13.250.90&SecurityKey=20250924200034&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=1933fec79c7f80b93094a51e393ae25a&ddCalcu=a159e232e33af03e9c37e91c57af48900b39

体育竞技,#genre#
五环传奇,http://gslbmgsplive.miguvideo.com/wd_r2/virtuallive/5102010211/150/index.m3u8?msisdn=2025092420003563002098d812474ebd4b05650a622a59&mdspid=&spid=800033&netType=0&sid=5500462658&pid=2028597139&timestamp=20250924200035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=707671890&ParentNodeID=-99&assertID=5500462658&client_ip=106.13.250.90&SecurityKey=20250924200035&promotionId=&mvid=5102010211&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=98db2f211e52242cc9a4af744b688ea1&ddCalcu=19a8eed28b78206fb241417ef5a242a492cc
赛事最经典,http://gslbmgsplive.miguvideo.com/migu/kailu/saishijingdian/51/20250514/index.m3u8?msisdn=2025092420003595c5307e6407461d9427e2301cbb02cb&mdspid=&spid=699004&netType=0&sid=5500592947&pid=2028597139&timestamp=20250924200035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=646596895&ParentNodeID=-99&assertID=5500592947&client_ip=106.13.250.90&SecurityKey=20250924200035&promotionId=&mvid=5101034296&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2b494bb961024a505b6955649a7252e4&ddCalcu=42ebe2425962407bab9946615052946ab550
掼蛋精英赛,http://gslbmgsplive.miguvideo.com/wd_r4/virtuallive/5101059662/150/index.m3u8?msisdn=20250924200035364f12ac81fd4de29e6819f843058c1f&mdspid=&spid=800033&netType=0&sid=5500341085&pid=2028597139&timestamp=20250924200035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=631354620&ParentNodeID=-99&assertID=5500341085&client_ip=106.13.250.90&SecurityKey=20250924200035&promotionId=&mvid=5101059662&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c1234d0147b2537a310779e2ebdc7c35&ddCalcu=5c31ec22731c40ddb0e124e79b727503173a
体坛名栏汇,http://gslbmgsplive.miguvideo.com/migu/kailu/titanminglan/51/20250514/index.m3u8?msisdn=202509242000357feba22f728a4129a005aa20df967f8e&mdspid=&spid=699004&netType=0&sid=5500315687&pid=2028597139&timestamp=20250924200035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629943305&ParentNodeID=-99&assertID=5500315687&client_ip=106.13.250.90&SecurityKey=20250924200035&promotionId=&mvid=5101034219&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=307bf48a84511eb91d1c5eb4117f37f5&ddCalcu=53f0e7723b9ff074181a48b4e551c11edb19
四海钓鱼,http://gslbmgsplive.miguvideo.com/wd_r4/peoplecn/shdiaoyu/1200/index.m3u8?msisdn=20250924200035decd4d4d97b54af7bfd1e9eb97d220df&mdspid=&spid=600697&netType=0&sid=5910022184&pid=2028597139&timestamp=20250924200035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=637444975&ParentNodeID=-99&assertID=5910022184&client_ip=106.13.250.90&SecurityKey=20250924200035&promotionId=&mvid=5100132656&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0cee249745228ad09fa78f03f337dd88&ddCalcu=808cede2de77203439f73405f28278aafd90
咪咕24小时体育台,http://gslbmgsplive.miguvideo.com/wd_r2/virtuallive/tysy201903/75/index.m3u8?msisdn=20250924200035bfdd13c9f6f940feb3b453c2d893ec7f&mdspid=&spid=800033&netType=0&sid=5500751211&pid=2028597139&timestamp=20250924200035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=654102378&ParentNodeID=-99&assertID=5500751211&client_ip=106.13.250.90&SecurityKey=20250924200035&promotionId=&mvid=5102223687&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=785aebc37c0be9979bc42b5e191e2f73&ddCalcu=3778ef522a4ee01b9c13e75cb02b4ec9b997
陕西体育休闲频道,http://gslbmgsplive.miguvideo.com/migu/kailu/sxtyxx/51/20250804/index.m3u8?msisdn=202509242000354629f9d1de034aa3918c57fa6d900d91&mdspid=&spid=600572&netType=0&sid=5910022189&pid=2028597139&timestamp=20250924200035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909356&ParentNodeID=-99&assertID=5910022189&client_ip=106.13.250.90&SecurityKey=20250924200035&promotionId=&mvid=5900006712&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=9970e5ff81eca50bda4bcbfc4f647813&ddCalcu=3919e8727064e065ff4fc8f1beccba45a0db
24小时城市联赛轮播台,http://gslbmgsplive.miguvideo.com/migu/lunbo/ouzhoubei/51/20240603/index.m3u8?msisdn=2025092420003504db739eaed140a7813d5f7182895b3d&mdspid=&spid=800033&netType=0&sid=5910022136&pid=2028597139&timestamp=20250924200035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=915512915&ParentNodeID=-99&assertID=5910022136&client_ip=106.13.250.90&SecurityKey=20250924200035&promotionId=&mvid=5900006618&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=6c08204a53b3f977c42d04739f52e411&ddCalcu=161ce402e8522050f49a35734b03df2947c7

卫视2,#genre#
江苏卫视,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/1200/index.m3u8?msisdn=2025092420003531a4a7535ba64004a21a4c36b895c978&mdspid=&spid=699067&netType=0&sid=5500199408&pid=2028597139&timestamp=20250924200035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=106.13.250.90&SecurityKey=20250924200035&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=b6eb9db4d6c888b601cc493fcb5b437a&ddCalcu=ab76e3e24b3b905dbbc4fd369c48c8c81b06
河南卫视,http://gslbmgsplive.miguvideo.com/wd-henanwssd-600/index.m3u8?msisdn=202509242000367aa8325e8c544afd883396806f339d87&mdspid=&spid=600633&netType=0&sid=5910021585&pid=2028597139&timestamp=20250924200036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=790187291&ParentNodeID=-99&assertID=5910021585&client_ip=106.13.250.90&SecurityKey=20250924200036&promotionId=&mvid=5900005706&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=99f94772b7cc733d2f035bc3ac5ef3e2&ddCalcu=29e9e3f2f90e4057c7a23bc7bc5c3703f32d
大湾区卫视,http://gslbmgsplive.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?msisdn=202509242000365d9f690039a74a3dada5346d8fc6c605&mdspid=&spid=699054&netType=0&sid=2200322852&pid=2028597139&timestamp=20250924200036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608917627&ParentNodeID=-99&assertID=2200322852&client_ip=106.13.250.90&SecurityKey=20250924200036&promotionId=&mvid=2200322852&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ef78f899460fe7057015a6003510f4b7&ddCalcu=7ebfe472f880f0185939040660af5e170075
湖北卫视,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=2025092420003662687d1701b64951a3d2d1bbc2a726d1&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20250924200036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=106.13.250.90&SecurityKey=20250924200036&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c7b0d1a3c8f9814d793eb4ea67952d35&ddCalcu=5c37edb22075d0917a63ace84fb9e831947d
吉林卫视,http://gslbmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=2025092420003697b5e4b1c3d744569ce5088fc2dc9156&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20250924200036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=106.13.250.90&SecurityKey=20250924200036&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=445a3eef2645191ed0949136afa03215&ddCalcu=5414e2523a7030aefeaf62361495419901de
青海卫视,http://gslbmgsplive.miguvideo.com/envivo_w/2018/SD/qinghai/1000/index.m3u8?msisdn=20250924200036e3654e0f144d4425bf0c7ebf48905f47&mdspid=&spid=600633&netType=0&sid=5910022166&pid=2028597139&timestamp=20250924200036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472506&ParentNodeID=-99&assertID=5910022166&client_ip=106.13.250.90&SecurityKey=20250924200036&promotionId=&mvid=5900004353&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=f0d97704ebf6ef73b62d929c0a010f54&ddCalcu=4f50efd209717007a004ce9b2f96de2f67b3
海南卫视,http://gslbmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/index.m3u8?msisdn=202509242000365fead2c47afb490e8c7e3110379ddc00&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20250924200036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=106.13.250.90&SecurityKey=20250924200036&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=6958ca3e882f5051f15f2496d7e394c8&ddCalcu=86c9e4529873c0ea73de6898422ff55015f1
